sentence,label
one groan-inducing familiarity begets another .,Negative
"the band performances featured in drumline are red hot . . . [ but ] from a mere story point of view , the film 's ice cold .",Negative
two badly interlocked stories drowned by all too clever complexity .,Negative
"you have to pay attention to follow all the stories , but they 're each interesting . the movie is well shot and very tragic , and one to ponder after the credits roll .",Positive
the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites .,Positive
the average local news columnist has a bigger rant on the war between modern landscape architecture and small-town america .,Negative
"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling .",Negative
"if you enjoy being rewarded by a script that assumes you are n't very bright , then blood work is for you .",Negative
"aaliyah rarely dampens her diva persona enough to spark genuine chemistry with townsend . when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",Negative
unwieldy contraption .,Negative
"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",Negative
a fun ride .,Positive
one of the most splendid entertainments to emerge from the french film industry in years .,Positive
the dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film . first-timer john mckay is never able to pull it back on course .,Negative
"white oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .",Positive
it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .,Positive
"if this movie were a book , it would be a page-turner , you ca n't wait to see what happens next .",Positive
"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",Positive
gloriously straight from the vagina .,Positive
smothered by its own solemnity .,Negative
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",Negative
the film grows on you . and how .,Positive
"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .",Positive
the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .,Positive
"it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",Negative
"i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies !",Negative
a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level .,Negative
"`` i blame all men for war , `` [ the warden 's daughter ] tells her father . the movie is about as deep as that sentiment .",Negative
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .,Negative
"a horrible , 99-minute stink bomb .",Negative
"the film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",Negative
an enjoyable experience .,Positive
"collateral damage offers formula payback and the big payoff , but the explosions tend to simply hit their marks , pyro-correctly .",Negative
"filled with alexandre desplat 's haunting and sublime music , the movie completely transfixes the audience .",Positive
"vaguely interesting , but it 's just too too much .",Negative
`` an entire film about researchers quietly reading dusty old letters . ``,Negative
a triumph of pure craft and passionate heart .,Positive
will be far more interesting to the soderbergh faithful than it will be to the casual moviegoer who might be lured in by julia roberts . . .,Negative
"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .",Positive
more of an intriguing curiosity than a gripping thriller .,Negative
( rises ) above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .,Positive
. . . pays tribute to heroes the way julia roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism .,Negative
"what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film 's end , a feminist action fantasy .",Negative
"the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .",Negative
duvall is strong as always .,Positive
"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",Negative
"the movie takes itself too seriously and , as a result , it makes for only intermittent fun .",Negative
"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",Positive
"awkward but sincere and , ultimately , it wins you over .",Positive
"lasker 's canny , meditative script distances sex and love , as byron and luther . . . realize they ca n't get no satisfaction without the latter .",Positive
the all-french cast is marveilleux .,Positive
"how i killed my father would be a rarity in hollywood . it 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",Positive
sweet and memorable film .,Positive
"[ e ] ventually , every idea in this film is flushed down the latrine of heroism .",Negative
calling this movie brainless would be paying it a compliment : it 's more like entertainment for trolls .,Negative
"the story of trouble every day . . . is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .",Negative
this is a heartfelt story . . . it just is n't a very involving one .,Negative
"there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .",Negative
"this story still seems timely and important . and there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene 's story ends .",Positive
"loud , silly , stupid and pointless .",Negative
another entertaining romp from robert rodriguez .,Positive
"moretti . . . is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness .",Positive
"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade .",Positive
"an overemphatic , would-be wacky , ultimately tedious sex farce .",Negative
it 's no lie -- big fat liar is a real charmer .,Positive
a half-assed film .,Negative
generates an enormous feeling of empathy for its characters .,Positive
"while the film misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy .",Negative
"as an actor 's showcase , hart 's war has much to recommend it , even if the top-billed willis is not the most impressive player . as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .",Negative
"enormously likable , partly because it is aware of its own grasp of the absurd .",Positive
schaefer 's . . . determination to inject farcical raunch . . . drowns out the promise of the romantic angle .,Negative
"one of the funniest motion pictures of the year , but . . . also one of the most curiously depressing .",Positive
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",Positive
"a mild , reluctant , thumbs down .",Negative
"as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance .",Positive
"claude chabrol has here a thriller without thrills , but that 's okay .",Positive
the film tunes into a grief that could lead a man across centuries .,Positive
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,Negative
worthy of the gong .,Negative
"impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",Negative
"terrific performances , great to look at , and funny . a little uneven to be the cat 's meow , but it 's good enough to be the purr .",Positive
"a sensitive , moving , brilliantly constructed work .",Positive
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",Negative
"if you have n't seen the film lately , you may be surprised at the variety of tones in spielberg 's work . much of it is funny , but there are also some startling , surrealistic moments . . .",Positive
"outer-space buffs might love this film , but others will find its pleasures intermittent .",Negative
"her film is like a beautiful food entrM-ie that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",Negative
a bit of an unwieldy mess .,Negative
maelstrom is a deliberately unsteady mixture of stylistic elements .,Positive
wiseman reveals the victims of domestic abuse in all of their pity and terror .,Positive
"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .",Negative
"although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",Positive
contrived pastiche of caper clichM-is .,Negative
highly engaging .,Positive
anyone who ever fantasized about space travel but ca n't afford the $ 20 million ticket to ride a russian rocket should catch this imax offering .,Positive
perhaps even the slc high command found writer-director mitch davis 's wall of kitsch hard going .,Negative
"affleck merely creates an outline for a role he still needs to grow into , a role that ford effortlessly filled with authority .",Negative
"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . an exit sign , that is .",Negative
"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",Negative
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",Positive
"for all its brilliant touches , dragon loses its fire midway , nearly flickering out by its perfunctory conclusion .",Negative
"it helps that the central performers are experienced actors , and that they know their roles so well .",Positive
a fleet-footed and pleasingly upbeat family diversion .,Positive
"while the story 's undeniably hard to follow , iwai 's gorgeous visuals seduce .",Positive
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,Negative
"not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79-minute after-school `` cartoon `` .",Negative
"high on melodrama . but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",Positive
the film virtually chokes on its own self-consciousness .,Negative
a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,Negative
"myers never knows when to let a gag die ; thus , we 're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another .",Negative
"collateral damage is trash , but it earns extra points by acting as if it were n't .",Positive
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,Positive
de niro cries . you 'll cry for your money back .,Negative
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,Negative
it 's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .,Negative
"the pairing does sound promising in theory . . . but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners .",Negative
blue crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,Negative
a film about a young man finding god that is accessible and touching to the marrow .,Positive
i have to admit that i am baffled by jason x .,Negative
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",Positive
diaz wears out her welcome in her most charmless performance,Negative
they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book .,Negative
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,Positive
what you expect is just what you get . . . assuming the bar of expectations has n't been raised above sixth-grade height .,Negative
"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",Positive
"by its modest , straight-ahead standards , undisputed scores a direct hit .",Positive
an afterschool special without the courage of its convictions .,Negative
"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles .",Positive
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .,Negative
"despite some comic sparks , welcome to collinwood never catches fire .",Negative
"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",Positive
"'you 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you 'll feel like you ate a reeses without the peanut butter . . . '",Negative
"i did n't find much fascination in the swinging . what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking .",Negative
every note rings false .,Negative
"if you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .",Positive
"the movie 's messages are quite admirable , but the story is just too clichM-id and too often strains credulity .",Negative
a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood .,Positive
"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing .",Negative
schM-|tte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .,Positive
"'compleja e intelectualmente retadora , el ladrM-sn de orquM-mdeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '",Positive
even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painless time-killer becomes instead a grating endurance test .,Negative
the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .,Negative
"all in all , road to perdition is more in love with strangeness than excellence .",Negative
"well , it does go on forever .",Negative
"`` 13 conversations `` holds its goodwill close , but is relatively slow to come to the point .",Positive
"at its best , the good girl is a refreshingly adult take on adultery . . .",Positive
"if you 've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .",Positive
although it does n't always hang together -- violence and whimsy do n't combine easily -- `` cherish `` certainly is n't dull .,Positive
steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,Positive
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties .,Positive
take away all the cliches and the carbon copy scenes from every drug movie we 've seen and all you have left are john leguizamo 's cool jackets .,Negative
there 's something fishy about a seasonal holiday kids ' movie . . . that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups .,Negative
"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there 's not enough to the story to fill two hours .",Negative
"even through its flaws , revolution # 9 proves to be a compelling , interestingly told film .",Positive
as steamy as last week 's pork dumplings .,Negative
"hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it does n't .",Negative
"though there are many tense scenes in trapped , they prove more distressing than suspenseful .",Negative
u . s . audiences may find [ attal and gainsbourg 's ] unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,Positive
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is .",Negative
"this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing .",Negative
"russell lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features .",Negative
rather less than the sum of its underventilated pM-hre-fils confrontations .,Negative
"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",Positive
"a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",Positive
"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",Positive
it 's hard to imagine alan arkin being better than he is in this performance .,Positive
"if somebody was bored and . . . decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",Negative
the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america .,Positive
alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks .,Negative
a solid film . . . but more conscientious than it is truly stirring .,Negative
some may choose to interpret the film 's end as hopeful or optimistic but i think payne is after something darker .,Positive
"it 's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name .",Negative
an enchanting film that presents an audacious tour of the past and takes within its warm embrace the bounties of cultural artifacts inside st . petersburg 's hermitage museum .,Positive
"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks . it 's laughing at us .",Negative
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",Negative
happily for mr . chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,Positive
a thought-provoking picture .,Positive
"stars matthew perry and elizabeth hurley illicit more than a chuckle , and more jokes land than crash , but ultimately serving sara does n't distinguish itself from the herd .",Negative
"`` white oleander , `` the movie , is akin to a reader 's digest condensed version of the source material .",Positive
an uneasy mix of run-of-the-mill raunchy humor and seemingly sincere personal reflection .,Negative
"anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .",Negative
"big fat liar is little more than home alone raised to a new , self-deprecating level .",Negative
madonna still ca n't act a lick .,Negative
"a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",Positive
elling builds gradually until you feel fully embraced by this gentle comedy .,Positive
a compelling film .,Positive
"a poignant , artfully crafted meditation on mortality .",Positive
"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch .",Positive
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",Positive
one scene after another in this supposedly funny movie falls to the floor with a sickening thud .,Negative
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,Positive
despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,Positive
almost as offensive as `` freddy got fingered . ``,Negative
"even with harris 's strong effort , the script gives him little to effectively probe lear 's soul-stripping breakdown .",Negative
a movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,Positive
"a miraculous movie , i 'm going home is so slight , yet overflows with wisdom and emotion .",Positive
". . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject M-^V taking us through a film that is part biography , part entertainment and part history .",Positive
"while not quite a comedy , the film tackles its relatively serious subject with an open mind and considerable good cheer , and is never less than engaging .",Positive
"a warm , funny , engaging film .",Positive
"marvelous , merry and , yes , melancholy film .",Positive
it 's great escapist fun that recreates a place and time that will never happen again .,Positive
my response to the film is best described as lukewarm . maybe i found the proceedings a little bit too conventional .,Negative
"it 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",Negative
"diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .",Negative
audacious-impossible yet compelling . . .,Positive
a technical triumph and an extraordinary bore .,Negative
"drives for the same kind of bittersweet , conciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality .",Negative
"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest .",Negative
it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,Positive
this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,Positive
it 's so good that you can practically see the hollywood 'suits ' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,Positive
uses high comedy to evoke surprising poignance .,Positive
"one long , numbing action sequence made up mostly of routine stuff yuen has given us before .",Negative
bland but harmless .,Negative
an enjoyable feel-good family comedy regardless of race .,Positive
a different movie -- sometimes tedious -- by a director many viewers would like to skip but film buffs should get to know .,Positive
"the furious coherence that [ deniro ] brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",Negative
"it 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- the believer is nothing less than a provocative piece of work .",Positive
most of the characters come off as pantomimesque sterotypes .,Negative
"stealing harvard does n't care about cleverness , wit or any other kind of intelligent humor .",Negative
"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",Positive
a solid examination of the male midlife crisis .,Positive
"`` frailty `` offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . and , there 's no way you wo n't be talking about the film once you exit the theater .",Positive
"spinning a web of dazzling entertainment may be overstating it , but `` spider-man `` certainly delivers the goods .",Positive
"a plethora of engaging diatribes on the meaning of 'home , ' delivered in grand passion by the members of the various households .",Positive
"yet another genre exercise , gangster no . 1 is as generic as its title .",Negative
"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal .",Negative
"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",Positive
the cartoon is about as true to the spirit of the festival of lights as mr . deeds was to that of frank capra .,Negative
"it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",Positive
this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,Positive
"more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine",Negative
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .,Negative
"one of the most plain , unimaginative romantic comedies i 've ever seen .",Negative
"this concoction , so bizarre to the adult mind , is actually a charming triumph where its intended under-12 audience is concerned .",Positive
a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .,Negative
"filmmakers have to dig deep to sink this low . fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",Negative
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .",Negative
it 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,Negative
the cumulative effect of the movie is repulsive and depressing .,Negative
"no dia em que aceitou dirigir esta continuaM-gM-co , harold ramis deve ter saM-mdo da cama com o pM-i esquerdo . e aqueles que decidiram assistir a este filme tambM-im .",Negative
"while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .",Negative
"seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing .",Positive
"replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween 's , this is the most visually unappealing .",Negative
would benigni 's italian pinocchio have been any easier to sit through than this hastily dubbed disaster ?,Negative
"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",Positive
about as big a crowdpleaser as they possibly come .,Positive
"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ben kingsley is truly funny , playing a kind of ghandi gone bad .",Positive
national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion,Negative
a ponderous meditation on love that feels significantly longer than its relatively scant 97 minutes .,Negative
"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .",Negative
"ramsay is clearly extraordinarily talented , and based on three short films and two features , here 's betting her third feature will be something to behold .",Positive
"lucky break is perfectly inoffensive and harmless , but it 's also drab and inert .",Negative
this movie is about the worst thing chan has done in the united states .,Negative
the movie fails to live up to the sum of its parts .,Negative
"talk to her is not the perfect movie many have made it out to be , but it 's still quite worth seeing .",Positive
"somewhere in the middle , the film compels , as demme experiments he harvests a few movie moment gems , but the field of roughage dominates .",Negative
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy .",Negative
a sha-na-na sketch punctuated with graphic violence .,Negative
if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you .,Positive
"rabbit-proof fence will probably make you angry . but it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",Positive
"loosely speaking , we 're in all of me territory again , and , strictly speaking , schneider is no steve martin .",Negative
"a charming , quirky and leisurely paced scottish comedy -- except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life .",Positive
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",Positive
you might not buy the ideas . but you 'll definitely want the t-shirt .,Positive
"manages to be original , even though it rips off many of its ideas .",Positive
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,Positive
"the dramatic crisis does n't always succeed in its quest to be taken seriously , but huppert 's volatile performance makes for a riveting movie experience .",Positive
a work of astonishing delicacy and force .,Positive
"mcgrath has deftly trimmed dickens ' wonderfully sprawling soap opera , the better to focus on the hero 's odyssey from cowering poverty to courage and happiness .",Positive
a dopey movie clothed in excess layers of hipness .,Negative
"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart 's quizzical , charming movie allows us to see them , finally , as artists .",Positive
"there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally .",Negative
"it 's not the worst comedy of the year , but it certainly wo n't win any honors .",Negative
"like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn 's breasts , which constantly threaten to upstage the woman sporting them .",Negative
a sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .,Positive
"all the queen 's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .",Negative
"claire is a terrific role for someone like judd , who really ought to be playing villains .",Positive
fluffy and disposible .,Negative
the movie should be credited with remembering his victims .,Positive
captures the raw comic energy of one of our most flamboyant female comics .,Positive
"the rest of the plot is impossible to explain without blowing whatever tension there is , although it 's more comedy than suspense de palma creates .",Negative
"the emotion is impressively true for being so hot-blooded , and both leads are up to the task .",Positive
"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that 's enough .",Positive
what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .,Positive
this is n't a `` friday `` worth waiting for .,Negative
it would n't be my preferred way of spending 100 minutes or $ 7 . 00 .,Negative
"gran historia sobre el amor , la familia , la lealtad y la traiciM-sn que seguramente se convertirM-a en un nuevo clM-asico del gM-inero .",Positive
"a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact .",Negative
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",Positive
"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",Negative
"ultimate x is a ride , basically the kind of greatest-hits reel that might come with a subscription to espn the magazine .",Positive
rarely does a film so graceless and devoid of merit as this one come along .,Negative
"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , `` `` out of sight `` and `` ocean 's eleven , `` never were .",Negative
"an absorbing , slice-of-depression life that touches nerves and rings true .",Positive
miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,Positive
"you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .",Negative
"it 's hard to pity the 'plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss . rather , pity anyone who sees this mishmash .",Negative
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?,Negative
"whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end . but , no , we get another scene , and then another . you begin to long for the end credits as the desert does for rain .",Negative
"a perplexing example of promise unfulfilled , despite many charming moments .",Negative
the last three narcissists left on earth compete for each others ' affections .,Negative
just a collection of this and that -- whatever fills time -- with no unified whole .,Negative
good ol ' urban legend stuff .,Positive
it 's a remarkably solid and subtly satirical tour de force .,Positive
"`` the ring `` is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws .",Positive
"talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture .",Negative
"it 's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet .",Negative
"content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance .",Negative
tv skit-com material fervently deposited on the big screen .,Negative
it 's a sharp movie about otherwise dull subjects .,Positive
an intriguing near-miss .,Negative
this is n't even madonna 's swept away . this is her blue lagoon .,Negative
"nelson 's intentions are good , but the end result does no justice to the story itself . it 's horribly depressing and not very well done .",Negative
"a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .",Positive
the mesmerizing performances of the leads keep the film grounded and keep the audience riveted .,Positive
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !",Negative
"renner 's performance as dahmer is unforgettable , deeply absorbing .",Positive
a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .,Positive
one of those so-so films that could have been much better .,Negative
"awesome work : ineffable , elusive , yet inexplicably powerful",Positive
"even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .",Negative
"the plot has a number of holes , and at times it 's simply baffling .",Negative
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .",Positive
the drama is played out with such aching beauty and truth that it brings tears to your eyes .,Positive
. . . the last time i saw a theater full of people constantly checking their watches was during my sats .,Negative
a tasty appetizer that leaves you wanting more .,Positive
"the performances are amiable and committed , and the comedy more often than not hits the bullseye .",Positive
"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",Positive
"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",Positive
"like life on the island , the movie grows boring despite the scenery .",Negative
"it 's all about anakin . . . and the lustrous polished visuals rich in color and creativity and , of course , special effect .",Positive
"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",Negative
an exhilarating experience .,Positive
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",Negative
is this love or is it masochism ? binoche makes it interesting trying to find out .,Positive
the chateau . . . is less concerned with cultural and political issues than doting on its eccentric characters .,Negative
"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .",Positive
